STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-CLDD-BASE45,Completeness Flag,DLY-CLDD-BASE50,Completeness Flag,DLY-CLDD-BASE55,Completeness Flag,DLY-CLDD-BASE57,Completeness Flag,DLY-CLDD-BASE60,Completeness Flag,DLY-CLDD-NORMAL,Completeness Flag,DLY-CLDD-BASE70,Completeness Flag,DLY-CLDD-BASE72,Completeness Flag,DLY-HTDD-BASE40,Completeness Flag,DLY-HTDD-BASE45,Completeness Flag,DLY-HTDD-BASE50,Completeness Flag,DLY-HTDD-BASE55,Completeness Flag,DLY-HTDD-BASE57,Completeness Flag,DLY-HTDD-BASE60,Completeness Flag,DLY-HTDD-NORMAL,Completeness Flag
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100121,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100122,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100123,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100124,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100125,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100126,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100127,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100128,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100129,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100130,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100131,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100201,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,19,Q,22,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100202,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,11,Q,13,Q,16,Q,17,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100203,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,10,Q,13,Q,16,Q,17,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100204,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,8,Q,10,Q,13,Q,16,Q,17,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100205,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,10,Q,13,Q,16,Q,17,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100206,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,10,Q,13,Q,16,Q,17,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100207,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,10,Q,13,Q,15,Q,16,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100208,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,15,Q,16,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100209,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,15,Q,16,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100210,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,15,Q,16,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100211,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,15,Q,16,Q,18,Q,21,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100212,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,14,Q,16,Q,17,Q,20,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100213,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,7,Q,9,Q,12,Q,14,Q,16,Q,17,Q,20,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100214,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,9,Q,12,Q,14,Q,16,Q,17,Q,20,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100215,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,9,Q,11,Q,14,Q,15,Q,17,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100216,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,8,Q,11,Q,14,Q,15,Q,17,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100217,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,8,Q,11,Q,14,Q,15,Q,17,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100218,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,8,Q,11,Q,14,Q,14,Q,16,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100219,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,6,Q,8,Q,11,Q,13,Q,14,Q,16,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100220,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,5,Q,8,Q,11,Q,13,Q,14,Q,16,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100221,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,5,Q,8,Q,11,Q,13,Q,14,Q,16,Q,19,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100222,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,5,Q,7,Q,10,Q,13,Q,14,Q,16,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100223,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,10,Q,13,Q,14,Q,16,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100224,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,10,Q,13,Q,14,Q,16,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100225,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,9,Q,12,Q,13,Q,15,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100226,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,9,Q,12,Q,13,Q,15,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100227,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,9,Q,12,Q,13,Q,15,Q,18,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100228,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,7,Q,9,Q,12,Q,13,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100301,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,6,Q,9,Q,12,Q,13,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100302,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,4,Q,6,Q,9,Q,12,Q,13,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100303,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,0,Q,3,Q,6,Q,9,Q,11,Q,12,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100304,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,6,Q,8,Q,11,Q,12,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100305,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,6,Q,8,Q,11,Q,12,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100306,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,6,Q,8,Q,11,Q,12,Q,14,Q,17,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100307,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,6,Q,8,Q,11,Q,12,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100308,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,5,Q,8,Q,11,Q,12,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100309,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,5,Q,8,Q,11,Q,12,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100310,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,5,Q,8,Q,10,Q,11,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100311,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,5,Q,7,Q,10,Q,11,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100312,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,5,Q,7,Q,10,Q,11,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100313,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,3,Q,4,Q,7,Q,10,Q,11,Q,13,Q,16,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100314,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,0,Q,0,Q,2,Q,4,Q,7,Q,9,Q,11,Q,12,Q,15,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100315,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,7,Q,9,Q,11,Q,12,Q,15,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100316,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,7,Q,9,Q,11,Q,12,Q,15,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100317,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,7,Q,9,Q,10,Q,12,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100318,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,7,Q,9,Q,10,Q,12,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100319,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,6,Q,9,Q,10,Q,12,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100320,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,6,Q,9,Q,10,Q,12,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100321,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,4,Q,6,Q,8,Q,9,Q,11,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100322,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,3,Q,6,Q,8,Q,9,Q,11,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100323,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,3,Q,6,Q,8,Q,9,Q,11,Q,14,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100324,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,2,Q,3,Q,6,Q,8,Q,9,Q,11,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100325,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,6,Q,8,Q,9,Q,11,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100326,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,5,Q,8,Q,9,Q,11,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100327,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,5,Q,8,Q,9,Q,10,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100328,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,5,Q,7,Q,8,Q,10,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100329,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,5,Q,7,Q,8,Q,10,Q,13,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100330,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,3,Q,4,Q,7,Q,8,Q,9,Q,12,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100331,2,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,7,Q,8,Q,9,Q,12,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100401,2,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,7,Q,8,Q,9,Q,12,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100402,2,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,7,Q,7,Q,9,Q,12,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100403,2,Q,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,6,Q,7,Q,9,Q,12,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100404,2,Q,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,6,Q,7,Q,8,Q,11,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100405,2,Q,1,Q,1,Q,-4321,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,4,Q,6,Q,7,Q,8,Q,11,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100406,2,Q,1,Q,1,Q,1,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,3,Q,6,Q,7,Q,8,Q,11,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100407,2,Q,1,Q,1,Q,1,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,3,Q,6,Q,7,Q,8,Q,11,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100408,2,Q,1,Q,1,Q,1,Q,-4321,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,3,Q,6,Q,6,Q,8,Q,11,Q
GHCND:USC00111550,CHICAGO NORTHERLY ISLAND IL US,180.4,41.86611,-87.61528,20100409,3,Q,1,Q,1,Q,1,Q,1,Q,-4321,Q,0,Q,0,Q,1,Q,2,Q,3,Q,5,Q,6,Q,8,Q,10,Q
